,open,high,low,close,volume
2025-01-29,59.9500,60.5363,59.5100,59.5500,17925289
2025-01-30,60.4700,61.0750,60.2501,60.4700,17079036
2025-01-31,60.5300,61.1900,60.4550,60.6000,16555695
2025-02-03,60.1900,61.2550,59.5500,61.0400,20375707
2025-02-04,60.8400,61.5947,60.7300,61.3400,12742713
2025-02-05,61.4500,62.7100,61.3000,62.5700,19008323
2025-02-06,62.8200,62.9100,62.0701,62.2700,15521841
2025-02-07,62.7400,63.2500,62.2100,62.2700,23861029
2025-02-10,63.1200,63.1541,62.3800,62.8100,15816237
2025-02-11,62.5300,62.8000,62.1750,62.4300,17702464
2025-02-12,61.4400,62.5600,61.2000,62.5300,30116284
2025-02-13,66.1000,66.5000,62.7200,63.8400,43257663
2025-02-14,63.7900,65.0700,63.4400,64.8700,23693320
2025-02-18,65.3000,66.2500,64.4300,64.5900,22047470
2025-02-19,64.5150,64.9600,64.2900,64.8400,14164064
2025-02-20,64.9600,65.2300,64.2700,64.6700,14836588
2025-02-21,64.6800,64.9600,63.8800,63.9800,18905792
2025-02-24,64.4250,64.5800,63.1500,63.2400,17287523
2025-02-25,64.6000,64.6350,63.3200,64.2700,22100075
2025-02-26,64.0450,64.7750,63.9400,64.0800,13452344
2025-02-27,64.7650,65.2900,63.7500,63.8100,24695609
2025-02-28,63.9250,64.1600,62.8300,64.1100,26711832
2025-03-03,64.3900,64.8800,63.1900,63.4800,21810686
2025-03-04,63.7400,63.9100,62.6132,63.2600,24588330
2025-03-05,63.2300,64.1750,62.8000,63.9600,14931472
2025-03-06,63.8000,64.0200,62.7608,63.4100,23155124
2025-03-07,62.9000,64.1700,62.1900,63.9400,21154785
2025-03-10,63.4800,63.6900,61.6800,62.0600,27289608
2025-03-11,62.2800,62.3800,60.5300,60.6700,25787410
2025-03-12,60.9600,61.1800,60.2450,60.4600,18935337
